,0,1
8644,d’effroi,foi
8645,cocuage,image
8646,garant,indifférent
8647,glose,chose
8648,chose,difficultés
8649,difficultés,extrémités
8650,extrémités,débonnaires
8651,débonnaires,d’affaires
8652,galants,talents
8653,sympathies,parties
8654,parties,étonnés
8655,blâmable,condamnable
8656,galants,turbulents
8657,gronde,monde
8658,vouloir,avoir
8659,honnête,s’arrête
8660,rougir,agir
8661,cocuage,s’envisage
8662,l’habileté,côté
8663,confrérie,seigneurie
8664,seigneurie,parler
8665,parler,enrôler
8666,blâme,femme
8667,réduite,conduite
8668,conduite,bien
8669,bien,rien
8670,feindre,craindre
8671,craindre,malheur
8672,malheur,peur
8673,prescrites,dites
8674,bien,rien
8675,diablesses,prouesses
8676,pas,bas
8677,fidèles,d’elles
8678,causes,choses
8679,contenter,tâter
8680,superflus,làdessus
8681,malade,bravade
8682,maison,comparaison
8683,aucune,m’importune
8684,courroux,souvenezvous
8685,inspire,dire
8686,pas,pas
8687,remède,aide
8688,affection,occasion
8689,confiance,récompense
8690,bruit,nuit
8691,escalade,embuscade
8692,bâton,échelon
8693,fenêtre,traître
8694,souvenir,revenir
8695,manière,derrière
8696,courroux,nous
8697,morte,forte
8698,forte,étriller
8699,étriller,babiller
8700,babiller,utile
8701,utile,ville
8702,galland,grand
8703,violence,obéissance
8704,armer,l’assommer
8705,tête,tempête
8706,sort,mort
8707,dire,prescrire
8708,prescrire,consulter
8709,consulter,comporter
8710,comporter,père
8711,père,affaire
8712,horace,grâce
8713,matin,confusion
8714,confusion,illusion
8715,illusion,peine
8716,peine,souveraine
8717,souveraine,ainsi
8718,ainsi,réussi
8719,dire,détruire
8720,détruire,soupçonner
8721,soupçonner,donner
8722,donner,fenêtre
8723,fenêtre,paraître
8724,bras,bas
8725,meurtrissure,l’aventure
8726,espace,place
8727,assommé,alarmé
8728,silence,violence
8729,sort,mort
8730,obscure,figure
8731,d’effroi,moi
8732,émue,venue
8733,venue,tenus
8734,tenus,venus
8735,observée,sauvée
8736,éclater,représenter
8737,personne,donne
8738,soi,foi
8739,d’innocence,impertinence
8740,courir,chérir
8741,embrasée,abusée
8742,sort,mort
8743,père,colère
8744,colère,emporter
8745,emporter,contenter
8746,fidèle,belle
8747,feux,deux
8748,fuite,poursuite
8749,façon,soupçon
8750,prudence,confidence
8751,généreux,amoureux
8752,service,office
8753,ravir,servir
8754,l’envoie,joie
8755,bontés,difficultés
8756,difficultés,sagesse
8757,sagesse,jeunesse
8758,détour,jour
8759,peutêtre,paraître
8760,sûr,obscur
8761,attendre,prendre
8762,main,soudain
8763,propice,caprice
8764,mener,donner
8765,donner,détruire
8766,détruire,conduire
8767,amoureuse,joyeuse
8768,extrême,aime
8769,dangereux,deux
8770,presse,l’intéresse
8771,rien,bien
8772,assurément,moment
8773,moment,concurrence
8774,concurrence,assurance
8775,possède,aide
8776,secours,tours
8777,pareille,l’oreille
8778,nuit,bruit
8779,cajole,école
8780,appris,esprits
8781,enhardie,perfidie
8782,perfidie,dessein
8783,dessein,sein
8784,ingrate,flatte
8785,infame,femme
8786,prêché,péché
8787,prendre,entendre
8788,nous,vous
8789,pénible,terrible
8790,plaisirs,désirs
8791,l’aime,moimême
8792,cause,chose
8793,désir,plaisir
8794,plaisir,déplaire
8795,déplaire,faire
8796,vous,oui
8797,non,non
8798,mente,l’impudente
8799,blâmer,aimer
8800,pense,puissance
8801,tous,vous
8802,peine,vilaine
8803,plus,làdessus
8804,homme,consomme
8805,double,redouble
8806,pouvoir,m’avoir
8807,pense,enfance
8808,enfance,vraiment
8809,vraiment,joliment
8810,joliment,tête
8811,tête,bête
8812,suis,puis
8813,savoir,devoir
8814,gourmade,bravade
8815,froideur,cœur
8816,plaire,colère
8817,cœur,noirceur
8818,traîtresses,faiblesses
8819,imperfection,qu’indiscrétion
8820,fragile,imbécile
8821,imbécile,cela
8822,cela,animauxlà
8823,traîtresse,tendresse
8824,toi,aimemoi
8825,complaire,faire
8826,veux,amoureux
8827,personne,donne
8828,toi,moi
8829,leste,proteste
8830,caresserai,mangerai
8831,mangerai,conduire
8832,conduire,dire
8833,dire,aller
8834,aller,s’égaler
8835,ingrate,batte
8836,cheveux,veux
8837,flamme,l’âme
8838,vous,courroux
8839,indocile,ville
8840,bout,tout
8841,semble,ensemble
8842,nicher,chercher
8843,chercher,demieheure
8844,demieheure,demeure
8845,demeure,mieux
8846,mieux,yeux
8847,dépaysée,désabusée
8848,douleur,malheur
8849,extrême,j’aime
8850,venue,connue
8851,connue,rien
8852,rien,lien
8853,inquiétude,rude
8854,vous,coups
8855,ruine,destine
8856,m’évanouir,ouïr
8857,visite,vite
8858,découvrir,aigrir
8859,créance,alliance
8860,peu,feu
8861,venir,fournir
8862,paraître,connaître
8863,sœur,possesseur
8864,cruelle,fidèle
8865,douceurs,malheurs
8866,puissance,présence
8867,contenter,rester
8868,suffrage,gage
8869,soi,moi
8870,moi,estime
8871,estime,légitime
8872,tendresse,allégresse
8873,résiste,triste
8874,détourner,donner
8875,donner,diffère
8876,diffère,père
8877,gens,indulgents
8878,répugnance,violence
8879,avis,fils
8880,mollesse,jeunesse
8881,aujourd’hui,lui
8882,mienne,maintienne
8883,sentiments,attachements
8884,alliance,obéissance
8885,obéissance,empressement
8886,empressement,engagement
8887,l’aigrit,dit
8888,mystère,faire
8889,auprès,agnès
8890,peutêtre,fenêtre
8891,pas,pas
8892,superbe,proverbe
8893,ennuis,suis
8894,cérémonie,prie
8895,prie,dessein
8896,dessein,venez
8897,venez,mutinez
8898,mutinez,récompense
8899,récompense,révérence
8900,souhaits,satisfaits
8901,sorte,forte
8902,ici,mystèreci
8903,comprendre,l’apprendre
8904,aller,parler
8905,parler,murmure
8906,dit,s’agit
8907,angélique,enrique
8908,fondé,procédé
8909,fille,famille
8910,découvrir,nourrir
8911,nourrir,guerre
8912,guerre,terre
8913,terre,divers
8914,divers,mers
8915,mers,patrie
8916,patrie,l’envie
8917,d’abord,sort
8918,franchise,remise
8919,charité,pauvreté
8920,l’âme,femme
8921,ici,éclairci
8922,éclairci,supplice
8923,supplice,propice
8924,propice,bien
8925,bien,moyen
8926,dire,père
8927,père,mystère
8928,exécuté,prémédité
8929,mutuelle,belle
8930,chercher,fâcher
8931,vue,émue
8932,doux,vous
8933,guères,mystères
8934,officieux,mieux
8935,sœur,douceur
8936,fête,tête
8937,supporter,l’écouter
8938,blessée,pensée
8939,sœur,cœur
8940,envisage,ménage
8941,raisonner,frissonner
8942,frissonner,plaire
8943,plaire,faire
8944,d’époux,vous
8945,suivie,vie
8946,appas,bas
8947,personnage,ménage
8948,touchants,d’enfants
8949,vulgaires,d’affaires
8950,d’affaires,désirs
8951,désirs,plaisirs
8952,matière,entière
8953,yeux,lieux
8954,fille,famille
8955,douceurs,cœurs
8956,asservie,philosophie
8957,humain,souverain
8958,animale,ravale
8959,attachements,moments
8960,sensibles,horribles
8961,toutpuissant,naissant
8962,élévations,spéculations
8963,terre,resserre
8964,règlements,mouvements
8965,génie,philosophie
8966,icibas,appas
8967,contraire,mère
8968,désirs,plaisirs
8969,lumière,matière
8970,matière,régler
8971,régler,ressembler
8972,ressembler,modèle
8973,modèle,elle
8974,génie,philosophie
8975,bonté,clarté
8976,seconde,monde
8977,guéri,mari
8978,prendre,clitandre
8979,pas,bas
8980,malhonnête,conquête
8981,ignoré,soupiré
8982,vaines,humaines
8983,toujours,amours
8984,clitandre,prétendre
8985,sens,encens
8986,mérite,suite
8987,perfections,adorations
8988,âme,flamme
8989,dépité,sûreté
8990,sûreté,forte
8991,forte,morte
8992,crois,foi
8993,aime,luimême
8994,plaisir,éclaircir
8995,matière,lumière
8996,sœur,cœur
8997,apprendre,prétendre
8998,passion,explication
8999,peu,aveu
9000,jette,nette
9001,nette,arrêté
9002,arrêté,côté
9003,côté,porte
9004,porte,sorte
9005,soupirs,désirs
9006,immortelle,belle
9007,différents,tyrans
9008,tyrans,peines
9009,peines,chaînes
9010,yeux,précieux
9011,larmes,charmes
9012,toucher,arracher
9013,madame,flamme
9014,cœur,ardeur
9015,envie,soucie
9016,figurer,déclarer
9017,morale,animale
9018,courroux,pratiquezvous
9019,paraître,l’être
9020,lois,choix
9021,suprême,vousmême
9022,voir,devoir
9023,conduite,profite
9024,amour,jour
9025,légitime,crime
9026,hautement,consentement
9027,consentement,mine
9028,mine,chagrine
9029,chagrine,sens
9030,sens,toutpuissants
9031,sagesse,faiblesse
9032,crois,moi
9033,suffrage,mariage
9034,travailler,railler
9035,railler,fière
9036,fière,guère
9037,guère,ramasser
9038,ramasser,baisser
9039,baisser,descendre
9040,descendre,entendre
9041,voir,concevoir
9042,surprise,franchise
9043,fierté,sincérité
9044,tout,résout
9045,d’âme,femme
9046,absolu,résolu
9047,tante,complaisante
9048,leur,chaleur
9049,chaleur,sincère
9050,sincère,caractère
9051,goût,tout
9052,choquante,savante
9053,fait,sait
9054,cache,sache
9055,mots,propos
9056,mère,chimère
9057,dit,d’esprit
9058,m’assomme,homme
9059,esprits,écrits
9060,libérale,halle
9061,ennuyeux,yeux
9062,puissance,complaisance
9063,cœur,faveur
9064,faveur,contraire
9065,contraire,plaire
9066,trissotin,chagrin
9067,suffrages,ouvrages
9068,donne,personne
9069,présomption,opinion
9070,extrême,soimême
9071,rit,écrit
9072,renommée,d’armée
9073,cela,alla
9074,jette,poète
9075,traits,palais
9076,personne,bonne
9077,bonne,conte
9078,conte,est
9079,mystère,mère
9080,amant,moment
9081,amants,truchements
9082,langage,outrage
9083,appas,pas
9084,secrètes,interprètes
9085,mêler,exiler
9086,exiler,d’alarme
9087,d’alarme,charme
9088,bontés,beautés
9089,l’avoue,loue
9090,loue,yeux
9091,yeux,ingénieux
9092,madame,l’âme
9093,ardeur,cœur
9094,empire,j’aspire
9095,veux,vœux
9096,demande,j’entende
9097,sortir,repartir
9098,rebelle,elle
9099,embarras,pas
9100,défendre,entendre
9101,détour,amour
9102,l’engage,hommage
9103,éclairés,épurés
9104,suffire,dire
9105,dire,erreur
9106,maintenant,surprenant
9107,sage,davantage
9108,visions,préventions
9109,donne,personne
9110,dire,désire
9111,l’apprendre,clitandre
9112,nous,vous
9113,conduite,mérite
9114,pas,cas
9115,ans,vertsgalants
9116,romaines,fredaines
9117,jaloux,mieux
9118,mieux,lieux
9119,interprète,d’henriette
9120,charmé,enflammé
9121,l’histoire,croire
9122,esprits,épris
9123,oui,lui
9124,lui,aujourd’hui
9125,bien,instance
9126,instance,alliance
9127,alliance,galamment
9128,galamment,amusement
9129,frère,mystère
9130,mystère,d’erreur
9131,d’erreur,sœur
9132,savoir,quoi
9133,quoi,moi
9134,dire,empire
9135,lycidas,appas
9136,aiment,puissance
9137,jour,amour
9138,service,office
9139,damis,soumis
9140,outrage,rage
9141,deux,feux
9142,claire,défaire
9143,diton,bon
9144,frères,chimères
9145,jours,discours
9146,femme,flamme
9147,cœur,honneur
9148,trésors,corps
9149,consentement,agrément
9150,nécessaire,l’affaire
9151,mais,pas
9152,pas,pas
9153,délai,vrai
9154,rage,héritage
9155,coups,vous
9156,maraude,lieux
9157,lieux,yeux
9158,yeux,doux
9159,sorte,sorte
9160,crime,légitime
9161,gens,céans
9162,contre,montre
9163,époux,courroux
9164,pas,cas
9165,haine,porcelaine
9166,figurezvous,courroux
9167,considérable,déraisonnable
9168,négligent,d’argent
9169,d’argent,rien
9170,belle,fidèle
9171,fidèle,cela
9172,cela,cela
9173,pis,commis
9174,pareille,oreille
9175,bas,vaugelas
9176,vaugelas,là
9177,remontrances,sciences
9178,rois,lois
9179,coupable,impardonnable
9180,détruite,instruite
9181,bon,jargon
9182,langage,usage
9183,bien,rien
9184,rien,indocile
9185,incessamment,congrûment
9186,récidive,négative
9187,vous,nous
9188,horrible,sensible
9189,sensible,matériel
9190,matériel,pluriel
9191,pluriel,grammaire
9192,grammaire,grandpère
9193,toi,mot
9194,pontoise,rien
9195,rien,villageoise
9196,nominatif,substantif
9197,martyre,regarder
9198,regarder,accorder
9199,accorder,qu’importe
9200,qu’importe,sorte
9201,sorte,sortir
9202,sortir,consentir
9203,martine,coquine
9204,obligeant,enfant
9205,partie,sortie
9206,sortie,fait
9207,service,supplice
9208,raison,d’oraison
9209,intervalles,halles
9210,discours,jours
9211,génie,cacophonie
9212,vaugelas,pas
9213,herbes,verbes
9214,mot,pot
9215,langage,potage
9216,mots,sots
9217,assomme,homme
9218,matériels,spirituels
9219,importance,pense
9220,loin,soin
9221,chère,frère
9222,savant,devant
9223,instance,science
9224,esprit,dit
9225,ancienneté,monté
9226,monté,j’éclate
9227,j’éclate,rate
9228,irrite,conduite
9229,pas,rabats
9230,inutile,ville
9231,céans,gens
9232,gens,importune
9233,importune,lune
9234,vous,dessous
9235,causes,choses
9236,enfants,gens
9237,économie,philosophie
9238,sensés,assez
9239,assez,hausse
9240,hausse,chausse
9241,bien,entretien
9242,aiguilles,filles
9243,mœurs,auteurs
9244,profonde,monde
9245,concevoir,savoir
9246,savoir,polaire
9247,polaire,affaire
9248,loin,besoin
9249,plaire,faire
9250,maison,raison
9251,histoire,boire
9252,suivi,servi
9253,restée,infectée
9254,fracas,vaugelas
9255,blesse,m’adresse
9256,latin,trissotin
9257,tympanisées,billevesées
9258,billevesées,parlé
9259,parlé,fêlé
9260,langage,assemblage
9261,bourgeois,sois
9262,race,place
9263,trait,fait
9264,aînée,d’hyménée
9265,rien,bien
9266,cadette,henriette
9267,crime,estime
9268,faut,vaut
9269,superflue,résolue
9270,époux,vous
9271,conduite,instruite
9272,instruite,bien
9273,bien,entretien
9274,henriette,faite
9275,façon,donc
9276,gendre,autre
9277,trissotin,trissotin
9278,trissotin,latin
9279,pas,pas
9280,clitandre,gendre
9281,point,point
9282,mollesse,faiblesse
9283,absolu,résolu
9284,l’aise,pèse
9285,douceur,humeur
9286,humeur,mystère
9287,mystère,colère
9288,bien,rien
9289,tête,tempête
9290,ton,dragon
9291,diablerie,mie
9292,nous,vous
9293,faiblesse,maîtresse
9294,abandonnez,nez
9295,nomme,homme
9296,vœux,veux
9297,fille,famille
9298,nigaud,haut
9299,apostrophe,philosophe
9300,n’égala,cela
9301,moquerie,rie
9302,tort,fort
9303,infâme,femme
9304,facilité,doute
9305,doute,connaître
9306,connaître,maître
9307,vœux,veux
9308,veux,demeure
9309,demeure,l’heure
9310,pas,longtemps
9311,gens,l’aise
9312,l’aise,pèse
9313,nous,vous
9314,pareille,oreille
9315,épigramme,madame
9316,père,mère
9317,fuyezvous,doux
9318,oreilles,merveilles
9319,écrit,d’esprit
9320,d’esprit,ensuite
9321,ensuite,instruite
9322,enflammer,charmer
9323,envie,prie
9324,prie,s’asseoir
9325,s’asseoir,choir
9326,choses,causes
9327,écarté,gravité
9328,pas,repas
9329,expose,chose
9330,mal,madrigal
9331,princesse,délicatesse
9332,partout,goût
9333,audience,avance
9334,avance,entêtement
9335,entêtement,galamment
9336,lire,fièvre
9337,magnifiquement,superbement
9338,galant,talent
9339,admirablement,reste
9340,magnifiquement,superbement
9341,ennemie,endormie
9342,endormie,ennemie
9343,appartement,insolemment
9344,respirer,d’admirer
9345,intérêts,caquets
9346,die,die
9347,semble,ressemble
9348,mots,gros
9349,die,énergie
9350,dit,d’esprit
9351,eux,deux
9352,die,die
9353,appartement,appartement
9354,appartement,insolemment
9355,insolemment,cette
9356,vie,vie
9357,plaisir,saisir
9358,saisir,bains
9359,mains,bains
9360,charmant,ravissement
9361,choses,roses
9362,nouveau,beau
9363,beau,lecture
9364,lecture,figure
9365,figure,peut
9366,peut,veut
9367,rare,prépare
9368,lien,bien
9369,carrosse,bosse
9370,carrosse,bosse
9371,amarante,rente
9372,tout,goût
9373,amarante,rente
9374,rente,décline
9375,connu,prévenu
9376,prose,chose
9377,admirer,d’espérer
9378,amie,académie
9379,l’idée,accommodée
9380,dépit,l’esprit
9381,sommes,hommes
9382,hommes,futilités
9383,futilités,clartés
9384,clartés,offense
9385,offense,intelligence
9386,manteau,nouveau
9387,nouveau,partage
9388,partage,page
9389,lieux,yeux
9390,lumières,matières
9391,esprits,mépris
9392,meublées,assemblées
9393,meilleurs,ailleurs
9394,sciences,expériences
9395,expériences,proposer
9396,proposer,épouser
9397,épouser,péripatétisme
9398,péripatétisme,platonisme
9399,forts,corps
9400,difficile,subtile
9401,sens,tourbillons
9402,tourbillons,tombants
9403,ouverte,découverte
9404,clartés,d’obscurités
9405,une,lune
9406,crois,vois
9407,physique,politique
9408,épris,esprits
9409,l’avantage,sage
9410,règlements,remuements
9411,naturelle,mortelle
9412,noms,abandonnons
9413,sentences,conférences
9414,conférences,divers
9415,divers,vers
9416,académie,ravie
9417,vanté,postérité
9418,sales,scandales
9419,infâmes,femmes
9420,femmes,projets
9421,projets,faits
9422,sages,ouvrages
9423,soumis,amis
9424,redire,écrire
9425,vous,doux
9426,d’instance,connaissance
9427,crédit,esprit
9428,savoir,voir
9429,blâme,madame
9430,intelligence,france
9431,grec,douceur
9432,grec,respect
9433,m’engage,hommage
9434,entretien,rien
9435,prose,chose
9436,chose,productions
9437,productions,conversations
9438,tables,infatigables
9439,infatigables,sens
9440,sens,encens
9441,encens,oreilles
9442,oreilles,veilles
9443,entêtement,sentiment
9444,sages,ouvrages
9445,amants,sentiments
9446,autres,vôtres
9447,mots,pathos
9448,style,virgile
9449,doux,vous
9450,chansonnettes,faites
